Date,Location,Variety,Price
2021-10-15,Dambulla,TOMATOES,84.25
2021-11-15,Dambulla,TOMATOES,254.4
2021-12-15,Dambulla,TOMATOES,262.5
2022-01-15,Dambulla,TOMATOES,112.6
2022-02-15,Dambulla,TOMATOES,168.25
2022-03-15,Dambulla,TOMATOES,167.0
2022-04-15,Dambulla,TOMATOES,103.25
2022-05-15,Dambulla,TOMATOES,401.6
2022-06-15,Dambulla,TOMATOES,420.0
2022-07-15,Dambulla,TOMATOES,145.25
2022-08-15,Dambulla,TOMATOES,218.8
2022-09-15,Dambulla,TOMATOES,148.75
2022-10-15,Dambulla,TOMATOES,204.0
2022-11-15,Dambulla,TOMATOES,203.0
2022-12-15,Dambulla,TOMATOES,119.25
2023-01-15,Dambulla,TOMATOES,119.2
2023-02-15,Dambulla,TOMATOES,168.5
2023-03-15,Dambulla,TOMATOES,129.5
2023-04-15,Dambulla,TOMATOES,118.75
2023-05-15,Dambulla,TOMATOES,210.8
2023-06-15,Dambulla,TOMATOES,168.5
2023-07-15,Dambulla,TOMATOES,289.6
2023-08-15,Dambulla,TOMATOES,95.5
2023-09-15,Dambulla,TOMATOES,96.5
2023-10-15,Dambulla,TOMATOES,95.0
2023-11-15,Dambulla,TOMATOES,246.5
2023-12-15,Dambulla,TOMATOES,445.5
2024-01-15,Dambulla,TOMATOES,444.4
2024-02-15,Dambulla,TOMATOES,601.0
2024-03-15,Dambulla,TOMATOES,191.5
2024-04-15,Dambulla,TOMATOES,56.8
2024-05-15,Dambulla,TOMATOES,88.75
2024-06-15,Dambulla,TOMATOES,323.0
2024-07-15,Dambulla,TOMATOES,275.6
2024-08-15,Dambulla,TOMATOES,136.0
2024-09-15,Dambulla,TOMATOES,125.8
2024-10-15,Dambulla,TOMATOES,186.5
2024-11-15,Dambulla,TOMATOES,181.0
2024-12-15,Dambulla,TOMATOES,258.8
