time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),weather_event_classification,severity,city
2021-10-22,27.7,76,0.6,Light Rain,Light,Hambanthota
2021-10-23,28.1,70,0.1,Light Rain,Light,Hambanthota
2021-10-24,28.1,70,1.3,Light Rain,Light,Hambanthota
2021-10-25,27.5,77,7.2,Moderate Rain,Moderate,Hambanthota
2021-10-26,25.3,89,21.7,Very Heavy Rain,Extreme,Hambanthota
2021-10-27,25.9,84,4.9,Moderate Rain,Moderate,Hambanthota
2021-10-28,26.1,85,20.9,Very Heavy Rain,Extreme,Hambanthota
2021-10-29,25.7,88,13.5,Heavy Rain,Heavy,Hambanthota
2021-10-30,25.6,88,10.8,Heavy Rain,Heavy,Hambanthota
2021-10-31,25.9,88,1.3,Light Rain,Light,Hambanthota
2021-11-01,26.3,84,13.7,Heavy Rain,Heavy,Hambanthota
2021-11-02,26.5,86,6.9,Moderate Rain,Moderate,Hambanthota
2021-11-03,25.9,87,21.8,Very Heavy Rain,Extreme,Hambanthota
2021-11-04,26.2,84,2.7,Moderate Rain,Moderate,Hambanthota
2021-11-05,26.5,81,1.6,Light Rain,Light,Hambanthota
2021-11-06,26.3,83,1.5,Light Rain,Light,Hambanthota
2021-11-07,25.9,82,2.3,Light Rain,Light,Hambanthota
2021-11-08,25.2,86,6.2,Moderate Rain,Moderate,Hambanthota
2021-11-09,25.6,87,3.8,Moderate Rain,Moderate,Hambanthota
2021-11-10,26.7,80,0.5,Light Rain,Light,Hambanthota
2021-11-11,26.8,78,2.9,Moderate Rain,Moderate,Hambanthota
2021-11-12,27.3,74,0.1,Light Rain,Light,Hambanthota
2021-11-13,28.2,69,0.0,Dry,Mild,Hambanthota
2021-11-14,27.6,75,3.1,Moderate Rain,Moderate,Hambanthota
2021-11-15,26.9,78,1.6,Light Rain,Light,Hambanthota
2021-11-16,27.1,77,2.7,Moderate Rain,Moderate,Hambanthota
2021-11-17,27.0,79,0.1,Light Rain,Light,Hambanthota
2021-11-18,27.1,80,4.2,Moderate Rain,Moderate,Hambanthota
2021-11-19,27.1,78,1.8,Light Rain,Light,Hambanthota
2021-11-20,27.9,68,0.0,Dry,Mild,Hambanthota
2021-11-21,28.0,62,0.1,Light Rain,Light,Hambanthota
2021-11-22,27.0,69,0.0,Dry,Mild,Hambanthota
2021-11-23,26.7,81,35.9,Very Heavy Rain,Extreme,Hambanthota
2021-11-24,25.5,88,32.1,Very Heavy Rain,Extreme,Hambanthota
2021-11-25,25.1,89,15.4,Very Heavy Rain,Extreme,Hambanthota
2021-11-26,26.3,83,1.1,Light Rain,Light,Hambanthota
2021-11-27,25.9,87,6.8,Moderate Rain,Moderate,Hambanthota
2021-11-28,25.1,90,37.0,Very Heavy Rain,Extreme,Hambanthota
2021-11-29,24.6,92,21.3,Very Heavy Rain,Extreme,Hambanthota
2021-11-30,25.4,87,8.6,Heavy Rain,Heavy,Hambanthota
2021-12-01,26.2,83,1.3,Light Rain,Light,Hambanthota
2021-12-02,26.3,83,2.9,Moderate Rain,Moderate,Hambanthota
2021-12-03,26.0,87,3.5,Moderate Rain,Moderate,Hambanthota
2021-12-04,25.7,87,3.7,Moderate Rain,Moderate,Hambanthota
2021-12-05,26.0,87,0.6,Light Rain,Light,Hambanthota
2021-12-06,26.0,85,0.3,Light Rain,Light,Hambanthota
2021-12-07,26.9,79,0.0,Dry,Mild,Hambanthota
2021-12-08,26.8,79,3.5,Moderate Rain,Moderate,Hambanthota
2021-12-09,26.7,76,3.6,Moderate Rain,Moderate,Hambanthota
2021-12-10,26.6,77,3.4,Moderate Rain,Moderate,Hambanthota
2021-12-11,27.6,73,0.1,Light Rain,Light,Hambanthota
2021-12-12,25.4,86,10.8,Heavy Rain,Heavy,Hambanthota
2021-12-13,25.0,88,11.7,Heavy Rain,Heavy,Hambanthota
2021-12-14,25.2,87,6.0,Moderate Rain,Moderate,Hambanthota
2021-12-15,24.9,91,17.6,Very Heavy Rain,Extreme,Hambanthota
2021-12-16,25.7,86,14.8,Heavy Rain,Heavy,Hambanthota
2021-12-17,25.9,86,5.3,Moderate Rain,Moderate,Hambanthota
2021-12-18,25.8,84,14.9,Heavy Rain,Heavy,Hambanthota
2021-12-19,26.5,78,13.8,Heavy Rain,Heavy,Hambanthota
2021-12-20,27.1,73,0.2,Light Rain,Light,Hambanthota
2021-12-21,26.8,77,1.3,Light Rain,Light,Hambanthota
2021-12-22,26.5,79,1.9,Light Rain,Light,Hambanthota
2021-12-23,26.2,78,0.9,Light Rain,Light,Hambanthota
2021-12-24,26.6,67,0.0,Dry,Mild,Hambanthota
2021-12-25,26.2,61,0.0,Dry,Mild,Hambanthota
2021-12-26,26.3,61,0.0,Dry,Mild,Hambanthota
2021-12-27,26.3,67,0.0,Dry,Mild,Hambanthota
2021-12-28,26.8,68,0.0,Dry,Mild,Hambanthota
2021-12-29,27.2,72,1.0,Light Rain,Light,Hambanthota
2021-12-30,26.7,78,1.7,Light Rain,Light,Hambanthota
2021-12-31,26.4,79,0.4,Light Rain,Light,Hambanthota
2022-01-01,26.8,76,1.8,Light Rain,Light,Hambanthota
2022-01-02,26.8,74,0.3,Light Rain,Light,Hambanthota
2022-01-03,26.6,75,0.8,Light Rain,Light,Hambanthota
2022-01-04,26.7,74,3.3,Moderate Rain,Moderate,Hambanthota
2022-01-05,25.2,83,1.7,Light Rain,Light,Hambanthota
2022-01-06,26.9,76,2.0,Light Rain,Light,Hambanthota
2022-01-07,26.9,78,0.9,Light Rain,Light,Hambanthota
2022-01-08,26.7,76,1.0,Light Rain,Light,Hambanthota
2022-01-09,26.3,77,5.9,Moderate Rain,Moderate,Hambanthota
2022-01-10,25.4,83,7.8,Heavy Rain,Heavy,Hambanthota
2022-01-11,26.7,79,1.6,Light Rain,Light,Hambanthota
2022-01-12,26.1,83,2.2,Light Rain,Light,Hambanthota
2022-01-13,26.2,84,0.7,Light Rain,Light,Hambanthota
2022-01-14,26.7,83,1.0,Light Rain,Light,Hambanthota
2022-01-15,27.1,81,1.4,Light Rain,Light,Hambanthota
2022-01-16,27.0,77,1.1,Light Rain,Light,Hambanthota
2022-01-17,27.2,72,0.3,Light Rain,Light,Hambanthota
2022-01-18,27.3,70,0.6,Light Rain,Light,Hambanthota
2022-01-19,27.3,69,0.4,Light Rain,Light,Hambanthota
2022-01-20,26.4,70,0.4,Light Rain,Light,Hambanthota
2022-01-21,25.8,67,0.0,Dry,Mild,Hambanthota
2022-01-22,25.9,72,0.0,Dry,Mild,Hambanthota
2022-01-23,25.6,77,0.0,Dry,Mild,Hambanthota
2022-01-24,25.7,76,0.0,Dry,Mild,Hambanthota
2022-01-25,26.0,72,0.0,Dry,Mild,Hambanthota
2022-01-26,26.3,70,1.4,Light Rain,Light,Hambanthota
2022-01-27,26.8,66,0.0,Dry,Mild,Hambanthota
2022-01-28,26.5,71,1.5,Light Rain,Light,Hambanthota
2022-01-29,26.7,78,1.2,Light Rain,Light,Hambanthota
2022-01-30,27.0,78,1.9,Light Rain,Light,Hambanthota
2022-01-31,26.9,76,3.7,Moderate Rain,Moderate,Hambanthota
2022-02-01,26.9,73,0.0,Dry,Mild,Hambanthota
2022-02-02,26.7,65,0.0,Dry,Mild,Hambanthota
2022-02-03,27.3,62,0.0,Dry,Mild,Hambanthota
2022-02-04,27.2,72,0.0,Dry,Mild,Hambanthota
2022-02-05,27.1,73,0.9,Light Rain,Light,Hambanthota
2022-02-06,27.5,65,0.0,Dry,Mild,Hambanthota
2022-02-07,27.6,67,6.8,Moderate Rain,Moderate,Hambanthota
2022-02-08,27.0,69,0.0,Dry,Mild,Hambanthota
2022-02-09,27.8,59,0.1,Light Rain,Light,Hambanthota
2022-02-10,26.5,76,0.6,Light Rain,Light,Hambanthota
2022-02-11,26.4,80,7.3,Moderate Rain,Moderate,Hambanthota
2022-02-12,26.1,83,8.7,Heavy Rain,Heavy,Hambanthota
2022-02-13,25.1,84,8.2,Heavy Rain,Heavy,Hambanthota
2022-02-14,27.3,67,0.1,Light Rain,Light,Hambanthota
2022-02-15,27.5,63,0.1,Light Rain,Light,Hambanthota
2022-02-16,27.8,58,0.0,Dry,Mild,Hambanthota
2022-02-17,27.3,62,0.0,Dry,Mild,Hambanthota
2022-02-18,27.4,68,0.1,Light Rain,Light,Hambanthota
2022-02-19,27.1,78,3.0,Moderate Rain,Moderate,Hambanthota
2022-02-20,27.1,78,0.6,Light Rain,Light,Hambanthota
2022-02-21,27.2,82,0.6,Light Rain,Light,Hambanthota
2022-02-22,26.5,83,1.8,Light Rain,Light,Hambanthota
2022-02-23,26.9,78,1.3,Light Rain,Light,Hambanthota
2022-02-24,27.8,69,1.5,Light Rain,Light,Hambanthota
2022-02-25,27.8,67,0.5,Light Rain,Light,Hambanthota
2022-02-26,27.1,75,1.0,Light Rain,Light,Hambanthota
2022-02-27,28.2,66,0.0,Dry,Mild,Hambanthota
2022-02-28,28.7,60,0.3,Light Rain,Light,Hambanthota
2022-03-01,28.6,58,0.5,Light Rain,Light,Hambanthota
2022-03-02,27.8,63,1.1,Light Rain,Light,Hambanthota
2022-03-03,27.7,70,0.7,Light Rain,Light,Hambanthota
2022-03-04,27.1,80,7.0,Moderate Rain,Moderate,Hambanthota
2022-03-05,27.0,80,0.4,Light Rain,Light,Hambanthota
2022-03-06,27.4,79,1.4,Light Rain,Light,Hambanthota
2022-03-07,27.6,76,1.1,Light Rain,Light,Hambanthota
2022-03-08,27.2,79,4.8,Moderate Rain,Moderate,Hambanthota
2022-03-09,27.6,73,0.3,Light Rain,Light,Hambanthota
2022-03-10,27.6,70,0.8,Light Rain,Light,Hambanthota
2022-03-11,27.1,77,8.2,Heavy Rain,Heavy,Hambanthota
2022-03-12,25.8,86,8.4,Heavy Rain,Heavy,Hambanthota
2022-03-13,27.1,81,0.8,Light Rain,Light,Hambanthota
2022-03-14,27.4,79,1.7,Light Rain,Light,Hambanthota
2022-03-15,26.9,81,1.9,Light Rain,Light,Hambanthota
2022-03-16,26.5,85,5.7,Moderate Rain,Moderate,Hambanthota
2022-03-17,27.0,83,13.6,Heavy Rain,Heavy,Hambanthota
2022-03-18,27.3,81,1.8,Light Rain,Light,Hambanthota
2022-03-19,28.0,74,0.5,Light Rain,Light,Hambanthota
2022-03-20,28.6,70,0.2,Light Rain,Light,Hambanthota
2022-03-21,28.6,72,1.1,Light Rain,Light,Hambanthota
2022-03-22,29.1,72,0.3,Light Rain,Light,Hambanthota
2022-03-23,28.3,74,0.0,Dry,Mild,Hambanthota
2022-03-24,28.2,72,0.7,Light Rain,Light,Hambanthota
2022-03-25,28.1,73,1.1,Light Rain,Light,Hambanthota
2022-03-26,28.1,72,0.1,Light Rain,Light,Hambanthota
2022-03-27,28.1,73,1.2,Light Rain,Light,Hambanthota
2022-03-28,27.8,80,2.1,Light Rain,Light,Hambanthota
2022-03-29,27.8,80,1.5,Light Rain,Light,Hambanthota
2022-03-30,27.2,79,0.6,Light Rain,Light,Hambanthota
2022-03-31,27.8,76,0.0,Dry,Mild,Hambanthota
2022-04-01,27.8,77,1.8,Light Rain,Light,Hambanthota
2022-04-02,27.8,77,2.2,Light Rain,Light,Hambanthota
2022-04-03,27.7,77,0.3,Light Rain,Light,Hambanthota
2022-04-04,27.5,78,1.7,Light Rain,Light,Hambanthota
2022-04-05,26.7,82,3.5,Moderate Rain,Moderate,Hambanthota
2022-04-06,26.0,84,2.8,Moderate Rain,Moderate,Hambanthota
2022-04-07,26.3,84,6.6,Moderate Rain,Moderate,Hambanthota
2022-04-08,26.5,83,2.6,Moderate Rain,Moderate,Hambanthota
2022-04-09,26.9,79,6.7,Moderate Rain,Moderate,Hambanthota
2022-04-10,27.2,78,6.5,Moderate Rain,Moderate,Hambanthota
2022-04-11,27.1,81,5.1,Moderate Rain,Moderate,Hambanthota
2022-04-12,26.8,84,1.7,Light Rain,Light,Hambanthota
2022-04-13,26.5,84,7.0,Moderate Rain,Moderate,Hambanthota
2022-04-14,27.3,81,0.6,Light Rain,Light,Hambanthota
2022-04-15,27.8,80,0.6,Light Rain,Light,Hambanthota
2022-04-16,28.2,78,1.3,Light Rain,Light,Hambanthota
2022-04-17,28.9,71,0.0,Dry,Mild,Hambanthota
2022-04-18,28.2,76,0.9,Light Rain,Light,Hambanthota
2022-04-19,28.1,77,0.4,Light Rain,Light,Hambanthota
2022-04-20,27.8,80,5.1,Moderate Rain,Moderate,Hambanthota
2022-04-21,27.6,82,0.8,Light Rain,Light,Hambanthota
2022-04-22,27.0,82,1.6,Light Rain,Light,Hambanthota
2022-04-23,27.4,81,3.1,Moderate Rain,Moderate,Hambanthota
2022-04-24,27.6,82,3.5,Moderate Rain,Moderate,Hambanthota
2022-04-25,27.2,84,7.1,Moderate Rain,Moderate,Hambanthota
2022-04-26,27.8,83,1.4,Light Rain,Light,Hambanthota
2022-04-27,27.6,83,1.2,Light Rain,Light,Hambanthota
2022-04-28,27.9,78,0.3,Light Rain,Light,Hambanthota
2022-04-29,28.3,76,2.5,Moderate Rain,Moderate,Hambanthota
2022-04-30,29.2,74,2.2,Light Rain,Light,Hambanthota
2022-05-01,27.8,79,3.3,Moderate Rain,Moderate,Hambanthota
2022-05-02,29.0,74,1.3,Light Rain,Light,Hambanthota
2022-05-03,29.0,77,1.5,Light Rain,Light,Hambanthota
2022-05-04,28.8,76,1.0,Light Rain,Light,Hambanthota
2022-05-05,28.1,77,6.2,Moderate Rain,Moderate,Hambanthota
2022-05-06,29.4,71,0.0,Dry,Mild,Hambanthota
2022-05-07,29.9,68,0.1,Light Rain,Light,Hambanthota
2022-05-08,29.7,71,0.0,Dry,Mild,Hambanthota
2022-05-09,28.9,73,0.0,Dry,Mild,Hambanthota
2022-05-10,28.8,71,0.5,Light Rain,Light,Hambanthota
2022-05-11,28.7,70,0.1,Light Rain,Light,Hambanthota
2022-05-12,27.3,78,0.8,Light Rain,Light,Hambanthota
2022-05-13,26.7,83,8.7,Heavy Rain,Heavy,Hambanthota
2022-05-14,26.1,87,39.4,Very Heavy Rain,Extreme,Hambanthota
2022-05-15,26.5,84,4.5,Moderate Rain,Moderate,Hambanthota
2022-05-16,27.4,81,3.6,Moderate Rain,Moderate,Hambanthota
2022-05-17,27.3,82,4.5,Moderate Rain,Moderate,Hambanthota
2022-05-18,27.4,81,11.1,Heavy Rain,Heavy,Hambanthota
2022-05-19,27.6,80,3.7,Moderate Rain,Moderate,Hambanthota
2022-05-20,27.6,79,2.4,Light Rain,Light,Hambanthota
2022-05-21,27.7,79,1.7,Light Rain,Light,Hambanthota
2022-05-22,28.0,77,1.6,Light Rain,Light,Hambanthota
2022-05-23,28.0,77,0.7,Light Rain,Light,Hambanthota
2022-05-24,26.8,81,1.8,Light Rain,Light,Hambanthota
2022-05-25,27.5,78,0.9,Light Rain,Light,Hambanthota
2022-05-26,27.3,78,1.1,Light Rain,Light,Hambanthota
2022-05-27,27.4,75,0.6,Light Rain,Light,Hambanthota
2022-05-28,27.3,77,0.9,Light Rain,Light,Hambanthota
2022-05-29,26.7,79,2.2,Light Rain,Light,Hambanthota
2022-05-30,26.7,80,6.3,Moderate Rain,Moderate,Hambanthota
2022-05-31,25.4,89,12.2,Heavy Rain,Heavy,Hambanthota
2022-06-01,26.6,80,1.9,Light Rain,Light,Hambanthota
2022-06-02,27.5,76,2.8,Moderate Rain,Moderate,Hambanthota
2022-06-03,27.2,78,0.8,Light Rain,Light,Hambanthota
2022-06-04,27.5,77,0.4,Light Rain,Light,Hambanthota
2022-06-05,27.1,80,3.3,Moderate Rain,Moderate,Hambanthota
2022-06-06,26.7,81,1.4,Light Rain,Light,Hambanthota
2022-06-07,27.1,79,0.6,Light Rain,Light,Hambanthota
2022-06-08,27.5,76,0.0,Dry,Mild,Hambanthota
2022-06-09,27.5,76,0.9,Light Rain,Light,Hambanthota
2022-06-10,28.0,73,0.0,Dry,Mild,Hambanthota
2022-06-11,28.1,73,0.1,Light Rain,Light,Hambanthota
2022-06-12,27.7,75,0.7,Light Rain,Light,Hambanthota
2022-06-13,28.2,74,0.0,Dry,Mild,Hambanthota
2022-06-14,28.2,75,2.6,Moderate Rain,Moderate,Hambanthota
2022-06-15,27.2,79,6.2,Moderate Rain,Moderate,Hambanthota
2022-06-16,25.8,85,8.9,Heavy Rain,Heavy,Hambanthota
2022-06-17,26.7,82,3.2,Moderate Rain,Moderate,Hambanthota
2022-06-18,26.9,80,1.2,Light Rain,Light,Hambanthota
2022-06-19,27.1,80,1.2,Light Rain,Light,Hambanthota
2022-06-20,27.8,76,0.9,Light Rain,Light,Hambanthota
2022-06-21,27.5,77,0.7,Light Rain,Light,Hambanthota
2022-06-22,27.5,76,0.2,Light Rain,Light,Hambanthota
2022-06-23,27.9,74,3.8,Moderate Rain,Moderate,Hambanthota
2022-06-24,27.3,77,0.9,Light Rain,Light,Hambanthota
2022-06-25,28.3,73,0.1,Light Rain,Light,Hambanthota
2022-06-26,28.1,73,0.1,Light Rain,Light,Hambanthota
2022-06-27,28.8,70,0.0,Dry,Mild,Hambanthota
2022-06-28,28.9,67,0.2,Light Rain,Light,Hambanthota
2022-06-29,28.7,71,1.2,Light Rain,Light,Hambanthota
2022-06-30,28.7,69,0.1,Light Rain,Light,Hambanthota
2022-07-01,29.3,65,0.0,Dry,Mild,Hambanthota
2022-07-02,29.5,66,1.0,Light Rain,Light,Hambanthota
2022-07-03,28.6,69,0.1,Light Rain,Light,Hambanthota
2022-07-04,29.1,64,0.0,Dry,Mild,Hambanthota
2022-07-05,28.6,67,0.1,Light Rain,Light,Hambanthota
2022-07-06,29.3,65,0.1,Light Rain,Light,Hambanthota
2022-07-07,29.7,60,0.0,Dry,Mild,Hambanthota
2022-07-08,29.3,61,0.0,Dry,Mild,Hambanthota
2022-07-09,29.4,62,0.0,Dry,Mild,Hambanthota
2022-07-10,28.4,69,0.8,Light Rain,Light,Hambanthota
2022-07-11,27.3,75,4.2,Moderate Rain,Moderate,Hambanthota
2022-07-12,28.6,69,0.2,Light Rain,Light,Hambanthota
2022-07-13,28.6,67,0.0,Dry,Mild,Hambanthota
2022-07-14,27.9,71,1.3,Light Rain,Light,Hambanthota
2022-07-15,28.3,72,1.7,Light Rain,Light,Hambanthota
2022-07-16,28.2,72,1.1,Light Rain,Light,Hambanthota
2022-07-17,28.2,75,0.3,Light Rain,Light,Hambanthota
2022-07-18,28.9,70,0.6,Light Rain,Light,Hambanthota
2022-07-19,27.6,77,23.1,Very Heavy Rain,Extreme,Hambanthota
2022-07-20,27.4,77,0.3,Light Rain,Light,Hambanthota
2022-07-21,27.1,77,1.2,Light Rain,Light,Hambanthota
2022-07-22,27.6,74,0.9,Light Rain,Light,Hambanthota
2022-07-23,27.7,73,1.1,Light Rain,Light,Hambanthota
2022-07-24,28.5,68,0.0,Dry,Mild,Hambanthota
2022-07-25,28.2,71,2.3,Light Rain,Light,Hambanthota
2022-07-26,27.1,80,22.4,Very Heavy Rain,Extreme,Hambanthota
2022-07-27,26.8,85,11.0,Heavy Rain,Heavy,Hambanthota
2022-07-28,26.5,86,19.4,Very Heavy Rain,Extreme,Hambanthota
2022-07-29,26.4,85,11.9,Heavy Rain,Heavy,Hambanthota
2022-07-30,26.7,83,5.1,Moderate Rain,Moderate,Hambanthota
2022-07-31,26.4,83,2.9,Moderate Rain,Moderate,Hambanthota
2022-08-01,26.1,80,1.7,Light Rain,Light,Hambanthota
2022-08-02,26.1,78,2.6,Moderate Rain,Moderate,Hambanthota
2022-08-03,26.0,80,9.0,Heavy Rain,Heavy,Hambanthota
2022-08-04,26.4,78,2.6,Moderate Rain,Moderate,Hambanthota
2022-08-05,26.6,78,2.2,Light Rain,Light,Hambanthota
2022-08-06,26.8,78,0.7,Light Rain,Light,Hambanthota
2022-08-07,26.9,78,2.3,Light Rain,Light,Hambanthota
2022-08-08,27.5,74,0.2,Light Rain,Light,Hambanthota
2022-08-09,27.8,73,0.0,Dry,Mild,Hambanthota
2022-08-10,28.1,69,0.0,Dry,Mild,Hambanthota
2022-08-11,28.5,70,0.1,Light Rain,Light,Hambanthota
2022-08-12,28.1,75,0.9,Light Rain,Light,Hambanthota
2022-08-13,28.5,71,1.1,Light Rain,Light,Hambanthota
2022-08-14,28.4,71,0.3,Light Rain,Light,Hambanthota
2022-08-15,27.4,78,0.1,Light Rain,Light,Hambanthota
2022-08-16,27.3,78,0.7,Light Rain,Light,Hambanthota
2022-08-17,27.5,75,0.6,Light Rain,Light,Hambanthota
2022-08-18,28.2,70,0.3,Light Rain,Light,Hambanthota
2022-08-19,28.2,70,0.0,Dry,Mild,Hambanthota
2022-08-20,28.5,70,0.0,Dry,Mild,Hambanthota
2022-08-21,28.4,69,0.0,Dry,Mild,Hambanthota
2022-08-22,27.6,72,0.0,Dry,Mild,Hambanthota
2022-08-23,28.3,69,0.2,Light Rain,Light,Hambanthota
2022-08-24,28.1,69,0.9,Light Rain,Light,Hambanthota
2022-08-25,28.3,68,0.1,Light Rain,Light,Hambanthota
2022-08-26,26.8,77,6.0,Moderate Rain,Moderate,Hambanthota
2022-08-27,27.5,71,0.4,Light Rain,Light,Hambanthota
2022-08-28,28.1,68,0.5,Light Rain,Light,Hambanthota
2022-08-29,28.1,70,0.4,Light Rain,Light,Hambanthota
2022-08-30,26.9,79,13.0,Heavy Rain,Heavy,Hambanthota
2022-08-31,25.0,88,14.3,Heavy Rain,Heavy,Hambanthota
2022-09-01,26.1,79,1.8,Light Rain,Light,Hambanthota
2022-09-02,26.4,79,1.9,Light Rain,Light,Hambanthota
2022-09-03,26.9,76,2.4,Light Rain,Light,Hambanthota
2022-09-04,26.3,81,2.1,Light Rain,Light,Hambanthota
2022-09-05,25.9,83,10.9,Heavy Rain,Heavy,Hambanthota
2022-09-06,26.5,78,2.3,Light Rain,Light,Hambanthota
2022-09-07,26.9,77,1.2,Light Rain,Light,Hambanthota
2022-09-08,27.1,78,0.0,Dry,Mild,Hambanthota
2022-09-09,27.0,79,0.8,Light Rain,Light,Hambanthota
2022-09-10,27.2,78,0.9,Light Rain,Light,Hambanthota
2022-09-11,27.3,76,0.2,Light Rain,Light,Hambanthota
2022-09-12,27.6,75,0.2,Light Rain,Light,Hambanthota
2022-09-13,27.1,79,1.1,Light Rain,Light,Hambanthota
2022-09-14,26.9,79,1.4,Light Rain,Light,Hambanthota
2022-09-15,27.4,75,0.6,Light Rain,Light,Hambanthota
2022-09-16,27.6,74,0.4,Light Rain,Light,Hambanthota
2022-09-17,27.8,71,0.0,Dry,Mild,Hambanthota
2022-09-18,27.7,73,0.5,Light Rain,Light,Hambanthota
2022-09-19,27.7,73,0.4,Light Rain,Light,Hambanthota
2022-09-20,27.8,75,0.1,Light Rain,Light,Hambanthota
2022-09-21,28.0,73,0.5,Light Rain,Light,Hambanthota
2022-09-22,28.5,71,0.0,Dry,Mild,Hambanthota
2022-09-23,28.8,66,0.0,Dry,Mild,Hambanthota
2022-09-24,29.4,62,0.0,Dry,Mild,Hambanthota
2022-09-25,28.9,67,0.9,Light Rain,Light,Hambanthota
2022-09-26,27.3,75,1.6,Light Rain,Light,Hambanthota
2022-09-27,29.0,66,1.5,Light Rain,Light,Hambanthota
2022-09-28,28.7,66,0.0,Dry,Mild,Hambanthota
2022-09-29,29.0,65,0.0,Dry,Mild,Hambanthota
2022-09-30,27.3,74,1.6,Light Rain,Light,Hambanthota
2022-10-01,27.5,72,0.3,Light Rain,Light,Hambanthota
2022-10-02,27.4,73,1.8,Light Rain,Light,Hambanthota
2022-10-03,27.7,69,0.4,Light Rain,Light,Hambanthota
2022-10-04,28.3,69,0.1,Light Rain,Light,Hambanthota
2022-10-05,28.7,67,0.2,Light Rain,Light,Hambanthota
2022-10-06,28.2,68,1.0,Light Rain,Light,Hambanthota
2022-10-07,28.4,67,0.3,Light Rain,Light,Hambanthota
2022-10-08,27.9,70,8.6,Heavy Rain,Heavy,Hambanthota
2022-10-09,27.9,73,2.2,Light Rain,Light,Hambanthota
2022-10-10,28.0,73,0.8,Light Rain,Light,Hambanthota
2022-10-11,27.6,74,1.7,Light Rain,Light,Hambanthota
2022-10-12,26.8,78,5.6,Moderate Rain,Moderate,Hambanthota
2022-10-13,26.0,83,16.8,Very Heavy Rain,Extreme,Hambanthota
2022-10-14,26.1,81,8.0,Heavy Rain,Heavy,Hambanthota
2022-10-15,26.4,79,5.4,Moderate Rain,Moderate,Hambanthota
2022-10-16,26.5,81,3.6,Moderate Rain,Moderate,Hambanthota
2022-10-17,26.1,82,2.7,Moderate Rain,Moderate,Hambanthota
2022-10-18,27.1,74,0.3,Light Rain,Light,Hambanthota
2022-10-19,27.7,74,2.1,Light Rain,Light,Hambanthota
2022-10-20,27.6,73,0.1,Light Rain,Light,Hambanthota
2022-10-21,26.0,83,8.1,Heavy Rain,Heavy,Hambanthota
2022-10-22,26.5,81,1.7,Light Rain,Light,Hambanthota
2022-10-23,26.9,77,0.6,Light Rain,Light,Hambanthota
2022-10-24,26.7,77,0.6,Light Rain,Light,Hambanthota
2022-10-25,27.1,79,5.3,Moderate Rain,Moderate,Hambanthota
2022-10-26,26.2,83,19.4,Very Heavy Rain,Extreme,Hambanthota
2022-10-27,26.7,81,1.7,Light Rain,Light,Hambanthota
2022-10-28,27.3,74,0.4,Light Rain,Light,Hambanthota
2022-10-29,27.6,71,0.4,Light Rain,Light,Hambanthota
2022-10-30,27.0,77,1.6,Light Rain,Light,Hambanthota
2022-10-31,27.1,78,0.2,Light Rain,Light,Hambanthota
2022-11-01,27.0,78,3.4,Moderate Rain,Moderate,Hambanthota
2022-11-02,28.1,70,0.7,Light Rain,Light,Hambanthota
2022-11-03,27.7,72,2.3,Light Rain,Light,Hambanthota
2022-11-04,26.6,81,14.3,Heavy Rain,Heavy,Hambanthota
2022-11-05,25.3,87,22.0,Very Heavy Rain,Extreme,Hambanthota
2022-11-06,25.9,84,8.0,Heavy Rain,Heavy,Hambanthota
2022-11-07,25.4,85,21.5,Very Heavy Rain,Extreme,Hambanthota
2022-11-08,25.0,90,22.0,Very Heavy Rain,Extreme,Hambanthota
2022-11-09,25.0,90,14.3,Heavy Rain,Heavy,Hambanthota
2022-11-10,25.6,86,3.6,Moderate Rain,Moderate,Hambanthota
2022-11-11,27.1,77,0.7,Light Rain,Light,Hambanthota
2022-11-12,26.1,83,16.9,Very Heavy Rain,Extreme,Hambanthota
2022-11-13,25.0,91,17.8,Very Heavy Rain,Extreme,Hambanthota
2022-11-14,24.8,91,17.1,Very Heavy Rain,Extreme,Hambanthota
2022-11-15,25.4,87,9.1,Heavy Rain,Heavy,Hambanthota
2022-11-16,25.3,87,18.1,Very Heavy Rain,Extreme,Hambanthota
2022-11-17,26.2,81,0.5,Light Rain,Light,Hambanthota
2022-11-18,26.6,76,0.0,Dry,Mild,Hambanthota
2022-11-19,26.8,76,0.0,Dry,Mild,Hambanthota
2022-11-20,26.8,77,0.4,Light Rain,Light,Hambanthota
2022-11-21,27.5,71,0.0,Dry,Mild,Hambanthota
2022-11-22,27.4,73,1.5,Light Rain,Light,Hambanthota
2022-11-23,27.6,68,2.2,Light Rain,Light,Hambanthota
2022-11-24,27.3,72,1.2,Light Rain,Light,Hambanthota
2022-11-25,26.7,77,1.9,Light Rain,Light,Hambanthota
2022-11-26,25.6,83,11.5,Heavy Rain,Heavy,Hambanthota
2022-11-27,25.9,82,1.0,Light Rain,Light,Hambanthota
2022-11-28,26.8,75,0.2,Light Rain,Light,Hambanthota
2022-11-29,26.8,80,3.3,Moderate Rain,Moderate,Hambanthota
2022-11-30,26.8,75,0.0,Dry,Mild,Hambanthota
2022-12-01,27.1,77,3.0,Moderate Rain,Moderate,Hambanthota
2022-12-02,25.8,85,16.3,Very Heavy Rain,Extreme,Hambanthota
