time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),weather_event_classification,severity,city
2020-09-08,28.5,73,0.3,Light Rain,Light,Hambanthota
2020-09-09,27.3,78,2.5,Moderate Rain,Moderate,Hambanthota
2020-09-10,27.3,78,1.1,Light Rain,Light,Hambanthota
2020-09-11,27.5,78,2.6,Moderate Rain,Moderate,Hambanthota
2020-09-12,27.3,78,1.6,Light Rain,Light,Hambanthota
2020-09-13,27.0,80,2.6,Moderate Rain,Moderate,Hambanthota
2020-09-14,27.9,75,0.2,Light Rain,Light,Hambanthota
2020-09-15,27.8,77,0.7,Light Rain,Light,Hambanthota
2020-09-16,27.8,77,0.6,Light Rain,Light,Hambanthota
2020-09-17,27.8,76,2.2,Light Rain,Light,Hambanthota
2020-09-18,26.8,80,3.6,Moderate Rain,Moderate,Hambanthota
2020-09-19,27.8,75,1.1,Light Rain,Light,Hambanthota
2020-09-20,26.5,84,4.7,Moderate Rain,Moderate,Hambanthota
2020-09-21,26.8,81,4.0,Moderate Rain,Moderate,Hambanthota
2020-09-22,26.9,80,3.8,Moderate Rain,Moderate,Hambanthota
2020-09-23,27.8,74,2.7,Moderate Rain,Moderate,Hambanthota
2020-09-24,27.8,75,1.0,Light Rain,Light,Hambanthota
2020-09-25,27.2,81,1.7,Light Rain,Light,Hambanthota
2020-09-26,27.6,78,0.4,Light Rain,Light,Hambanthota
2020-09-27,27.8,77,0.5,Light Rain,Light,Hambanthota
2020-09-28,27.7,78,1.0,Light Rain,Light,Hambanthota
2020-09-29,27.6,77,0.7,Light Rain,Light,Hambanthota
2020-09-30,26.4,82,5.6,Moderate Rain,Moderate,Hambanthota
2020-10-01,28.5,69,0.2,Light Rain,Light,Hambanthota
2020-10-02,28.1,72,0.2,Light Rain,Light,Hambanthota
2020-10-03,28.5,69,0.1,Light Rain,Light,Hambanthota
2020-10-04,28.2,70,0.2,Light Rain,Light,Hambanthota
2020-10-05,29.1,63,0.0,Dry,Mild,Hambanthota
2020-10-06,28.2,70,0.5,Light Rain,Light,Hambanthota
2020-10-07,29.1,64,0.0,Dry,Mild,Hambanthota
2020-10-08,28.7,70,0.4,Light Rain,Light,Hambanthota
2020-10-09,27.9,73,1.2,Light Rain,Light,Hambanthota
2020-10-10,27.9,75,0.6,Light Rain,Light,Hambanthota
2020-10-11,27.6,76,1.6,Light Rain,Light,Hambanthota
2020-10-12,27.5,77,2.4,Light Rain,Light,Hambanthota
2020-10-13,27.6,78,3.6,Moderate Rain,Moderate,Hambanthota
2020-10-14,27.1,80,4.3,Moderate Rain,Moderate,Hambanthota
2020-10-15,27.8,76,2.4,Light Rain,Light,Hambanthota
2020-10-16,28.1,74,0.9,Light Rain,Light,Hambanthota
2020-10-17,28.2,69,0.0,Dry,Mild,Hambanthota
2020-10-18,28.8,67,0.0,Dry,Mild,Hambanthota
2020-10-19,28.5,70,0.0,Dry,Mild,Hambanthota
2020-10-20,28.5,69,0.1,Light Rain,Light,Hambanthota
2020-10-21,28.1,73,0.9,Light Rain,Light,Hambanthota
2020-10-22,27.9,75,1.1,Light Rain,Light,Hambanthota
2020-10-23,28.2,74,1.1,Light Rain,Light,Hambanthota
2020-10-24,28.4,72,0.8,Light Rain,Light,Hambanthota
2020-10-25,29.0,69,0.0,Dry,Mild,Hambanthota
2020-10-26,29.0,70,0.5,Light Rain,Light,Hambanthota
2020-10-27,28.2,73,1.0,Light Rain,Light,Hambanthota
2020-10-28,28.0,76,1.5,Light Rain,Light,Hambanthota
2020-10-29,28.3,76,3.1,Moderate Rain,Moderate,Hambanthota
2020-10-30,28.3,75,3.0,Moderate Rain,Moderate,Hambanthota
2020-10-31,28.2,77,0.3,Light Rain,Light,Hambanthota
2020-11-01,28.5,75,0.1,Light Rain,Light,Hambanthota
2020-11-02,28.9,68,0.9,Light Rain,Light,Hambanthota
2020-11-03,27.4,79,11.7,Heavy Rain,Heavy,Hambanthota
2020-11-04,27.6,80,5.4,Moderate Rain,Moderate,Hambanthota
2020-11-05,26.9,85,10.8,Heavy Rain,Heavy,Hambanthota
2020-11-06,26.9,83,2.0,Light Rain,Light,Hambanthota
2020-11-07,27.3,81,1.6,Light Rain,Light,Hambanthota
2020-11-08,26.7,84,7.1,Moderate Rain,Moderate,Hambanthota
2020-11-09,26.4,85,7.0,Moderate Rain,Moderate,Hambanthota
2020-11-10,26.5,86,12.1,Heavy Rain,Heavy,Hambanthota
2020-11-11,26.4,87,9.2,Heavy Rain,Heavy,Hambanthota
2020-11-12,26.6,85,13.1,Heavy Rain,Heavy,Hambanthota
2020-11-13,26.8,85,10.3,Heavy Rain,Heavy,Hambanthota
2020-11-14,26.9,85,7.4,Moderate Rain,Moderate,Hambanthota
2020-11-15,26.6,86,6.3,Moderate Rain,Moderate,Hambanthota
2020-11-16,25.8,89,39.6,Very Heavy Rain,Extreme,Hambanthota
2020-11-17,25.6,90,31.3,Very Heavy Rain,Extreme,Hambanthota
2020-11-18,26.7,85,1.0,Light Rain,Light,Hambanthota
2020-11-19,26.4,85,4.5,Moderate Rain,Moderate,Hambanthota
2020-11-20,26.4,85,4.5,Moderate Rain,Moderate,Hambanthota
2020-11-21,26.7,81,0.9,Light Rain,Light,Hambanthota
2020-11-22,26.7,82,0.7,Light Rain,Light,Hambanthota
2020-11-23,27.1,79,0.2,Light Rain,Light,Hambanthota
2020-11-24,27.4,78,0.4,Light Rain,Light,Hambanthota
2020-11-25,27.4,77,0.7,Light Rain,Light,Hambanthota
2020-11-26,27.8,75,0.4,Light Rain,Light,Hambanthota
2020-11-27,27.1,80,0.5,Light Rain,Light,Hambanthota
2020-11-28,27.1,79,0.8,Light Rain,Light,Hambanthota
2020-11-29,27.5,79,2.0,Light Rain,Light,Hambanthota
2020-11-30,28.0,74,1.2,Light Rain,Light,Hambanthota
2020-12-01,26.6,84,2.9,Moderate Rain,Moderate,Hambanthota
2020-12-02,26.5,83,5.5,Moderate Rain,Moderate,Hambanthota
2020-12-03,27.8,73,0.1,Light Rain,Light,Hambanthota
2020-12-04,27.9,74,1.0,Light Rain,Light,Hambanthota
2020-12-05,28.1,75,0.6,Light Rain,Light,Hambanthota
2020-12-06,26.9,80,0.9,Light Rain,Light,Hambanthota
2020-12-07,27.2,78,0.6,Light Rain,Light,Hambanthota
2020-12-08,26.9,82,2.9,Moderate Rain,Moderate,Hambanthota
2020-12-09,27.2,78,1.7,Light Rain,Light,Hambanthota
2020-12-10,26.7,80,5.5,Moderate Rain,Moderate,Hambanthota
2020-12-11,27.3,69,0.8,Light Rain,Light,Hambanthota
2020-12-12,27.0,71,0.9,Light Rain,Light,Hambanthota
2020-12-13,27.0,71,0.8,Light Rain,Light,Hambanthota
2020-12-14,26.8,71,0.0,Dry,Mild,Hambanthota
2020-12-15,26.5,77,2.8,Moderate Rain,Moderate,Hambanthota
2020-12-16,26.7,78,0.9,Light Rain,Light,Hambanthota
2020-12-17,26.8,75,0.6,Light Rain,Light,Hambanthota
2020-12-18,26.4,81,8.2,Heavy Rain,Heavy,Hambanthota
2020-12-19,25.7,85,7.6,Heavy Rain,Heavy,Hambanthota
2020-12-20,24.9,89,15.1,Very Heavy Rain,Extreme,Hambanthota
2020-12-21,24.9,90,16.7,Very Heavy Rain,Extreme,Hambanthota
2020-12-22,24.8,91,6.3,Moderate Rain,Moderate,Hambanthota
2020-12-23,25.9,84,4.1,Moderate Rain,Moderate,Hambanthota
2020-12-24,26.3,82,3.7,Moderate Rain,Moderate,Hambanthota
2020-12-25,26.4,78,2.4,Light Rain,Light,Hambanthota
2020-12-26,26.6,74,0.3,Light Rain,Light,Hambanthota
2020-12-27,26.0,83,6.9,Moderate Rain,Moderate,Hambanthota
2020-12-28,25.9,87,2.9,Moderate Rain,Moderate,Hambanthota
2020-12-29,26.1,85,0.8,Light Rain,Light,Hambanthota
2020-12-30,26.3,82,2.3,Light Rain,Light,Hambanthota
2020-12-31,25.6,88,5.4,Moderate Rain,Moderate,Hambanthota
2021-01-01,25.8,82,1.9,Light Rain,Light,Hambanthota
2021-01-02,26.2,80,1.2,Light Rain,Light,Hambanthota
2021-01-03,25.9,85,3.3,Moderate Rain,Moderate,Hambanthota
2021-01-04,25.3,89,9.6,Heavy Rain,Heavy,Hambanthota
2021-01-05,25.7,87,1.3,Light Rain,Light,Hambanthota
2021-01-06,25.6,89,1.7,Light Rain,Light,Hambanthota
2021-01-07,26.1,84,0.3,Light Rain,Light,Hambanthota
2021-01-08,26.1,85,10.2,Heavy Rain,Heavy,Hambanthota
2021-01-09,25.2,92,14.9,Heavy Rain,Heavy,Hambanthota
2021-01-10,25.5,89,4.8,Moderate Rain,Moderate,Hambanthota
2021-01-11,26.0,87,4.2,Moderate Rain,Moderate,Hambanthota
2021-01-12,25.4,90,24.2,Very Heavy Rain,Extreme,Hambanthota
2021-01-13,25.1,91,32.4,Very Heavy Rain,Extreme,Hambanthota
2021-01-14,25.5,89,13.0,Heavy Rain,Heavy,Hambanthota
2021-01-15,25.0,91,16.0,Very Heavy Rain,Extreme,Hambanthota
2021-01-16,25.6,87,12.5,Heavy Rain,Heavy,Hambanthota
2021-01-17,25.9,82,5.0,Moderate Rain,Moderate,Hambanthota
2021-01-18,25.8,83,4.2,Moderate Rain,Moderate,Hambanthota
2021-01-19,25.4,85,0.4,Light Rain,Light,Hambanthota
2021-01-20,26.2,84,0.4,Light Rain,Light,Hambanthota
2021-01-21,26.5,85,1.8,Light Rain,Light,Hambanthota
2021-01-22,26.3,83,1.5,Light Rain,Light,Hambanthota
2021-01-23,26.4,77,0.2,Light Rain,Light,Hambanthota
2021-01-24,26.1,75,0.5,Light Rain,Light,Hambanthota
2021-01-25,26.5,72,0.0,Dry,Mild,Hambanthota
2021-01-26,26.1,62,0.0,Dry,Mild,Hambanthota
2021-01-27,26.6,62,0.0,Dry,Mild,Hambanthota
2021-01-28,27.2,64,0.3,Light Rain,Light,Hambanthota
2021-01-29,25.9,81,2.6,Moderate Rain,Moderate,Hambanthota
2021-01-30,26.6,79,0.2,Light Rain,Light,Hambanthota
2021-01-31,26.1,83,9.5,Heavy Rain,Heavy,Hambanthota
2021-02-01,26.6,77,1.1,Light Rain,Light,Hambanthota
2021-02-02,26.9,75,0.4,Light Rain,Light,Hambanthota
2021-02-03,26.1,78,0.1,Light Rain,Light,Hambanthota
2021-02-04,26.5,66,0.1,Light Rain,Light,Hambanthota
2021-02-05,26.5,66,0.0,Dry,Mild,Hambanthota
2021-02-06,26.4,75,1.1,Light Rain,Light,Hambanthota
2021-02-07,26.9,76,0.8,Light Rain,Light,Hambanthota
2021-02-08,26.9,75,0.6,Light Rain,Light,Hambanthota
2021-02-09,27.1,67,0.0,Dry,Mild,Hambanthota
2021-02-10,26.5,61,0.0,Dry,Mild,Hambanthota
2021-02-11,26.1,63,0.0,Dry,Mild,Hambanthota
2021-02-12,26.5,69,0.0,Dry,Mild,Hambanthota
2021-02-13,27.0,76,1.4,Light Rain,Light,Hambanthota
2021-02-14,27.0,77,1.2,Light Rain,Light,Hambanthota
2021-02-15,27.3,76,1.5,Light Rain,Light,Hambanthota
2021-02-16,26.9,71,0.3,Light Rain,Light,Hambanthota
2021-02-17,27.1,69,0.0,Dry,Mild,Hambanthota
2021-02-18,27.3,68,0.2,Light Rain,Light,Hambanthota
2021-02-19,27.1,76,1.5,Light Rain,Light,Hambanthota
2021-02-20,27.4,76,0.5,Light Rain,Light,Hambanthota
2021-02-21,27.8,71,0.2,Light Rain,Light,Hambanthota
2021-02-22,27.7,74,0.5,Light Rain,Light,Hambanthota
2021-02-23,28.0,72,0.8,Light Rain,Light,Hambanthota
2021-02-24,27.2,74,0.6,Light Rain,Light,Hambanthota
2021-02-25,27.4,75,2.1,Light Rain,Light,Hambanthota
2021-02-26,27.2,80,6.1,Moderate Rain,Moderate,Hambanthota
2021-02-27,27.2,79,0.5,Light Rain,Light,Hambanthota
2021-02-28,27.6,75,2.0,Light Rain,Light,Hambanthota
2021-03-01,26.9,70,0.0,Dry,Mild,Hambanthota
2021-03-02,27.1,65,0.0,Dry,Mild,Hambanthota
2021-03-03,27.1,66,0.4,Light Rain,Light,Hambanthota
2021-03-04,27.6,65,0.0,Dry,Mild,Hambanthota
2021-03-05,27.7,65,0.2,Light Rain,Light,Hambanthota
2021-03-06,27.3,75,14.3,Heavy Rain,Heavy,Hambanthota
2021-03-07,27.5,79,5.2,Moderate Rain,Moderate,Hambanthota
2021-03-08,26.9,82,2.4,Light Rain,Light,Hambanthota
2021-03-09,27.3,77,0.8,Light Rain,Light,Hambanthota
2021-03-10,25.6,86,21.0,Very Heavy Rain,Extreme,Hambanthota
2021-03-11,26.4,82,18.1,Very Heavy Rain,Extreme,Hambanthota
2021-03-12,26.9,79,1.0,Light Rain,Light,Hambanthota
2021-03-13,27.9,72,0.6,Light Rain,Light,Hambanthota
2021-03-14,27.2,77,1.0,Light Rain,Light,Hambanthota
2021-03-15,27.9,72,1.0,Light Rain,Light,Hambanthota
2021-03-16,28.0,73,1.4,Light Rain,Light,Hambanthota
2021-03-17,27.8,76,1.2,Light Rain,Light,Hambanthota
2021-03-18,27.4,73,0.4,Light Rain,Light,Hambanthota
2021-03-19,26.3,82,1.8,Light Rain,Light,Hambanthota
2021-03-20,26.9,78,0.7,Light Rain,Light,Hambanthota
2021-03-21,27.0,80,1.2,Light Rain,Light,Hambanthota
2021-03-22,27.3,79,0.7,Light Rain,Light,Hambanthota
2021-03-23,27.5,78,3.8,Moderate Rain,Moderate,Hambanthota
2021-03-24,26.5,85,4.7,Moderate Rain,Moderate,Hambanthota
2021-03-25,25.8,87,10.6,Heavy Rain,Heavy,Hambanthota
2021-03-26,27.6,77,6.0,Moderate Rain,Moderate,Hambanthota
2021-03-27,26.0,87,9.0,Heavy Rain,Heavy,Hambanthota
2021-03-28,27.1,79,1.9,Light Rain,Light,Hambanthota
2021-03-29,26.3,80,1.8,Light Rain,Light,Hambanthota
2021-03-30,27.9,77,4.6,Moderate Rain,Moderate,Hambanthota
2021-03-31,28.6,77,0.0,Dry,Mild,Hambanthota
2021-04-01,28.7,78,0.5,Light Rain,Light,Hambanthota
2021-04-02,29.2,73,0.0,Dry,Mild,Hambanthota
2021-04-03,29.6,69,0.0,Dry,Mild,Hambanthota
2021-04-04,29.7,59,0.0,Dry,Mild,Hambanthota
2021-04-05,28.3,74,0.0,Dry,Mild,Hambanthota
2021-04-06,28.8,75,1.3,Light Rain,Light,Hambanthota
2021-04-07,27.9,78,1.7,Light Rain,Light,Hambanthota
2021-04-08,27.7,75,0.9,Light Rain,Light,Hambanthota
2021-04-09,28.2,74,0.6,Light Rain,Light,Hambanthota
2021-04-10,27.9,78,2.0,Light Rain,Light,Hambanthota
2021-04-11,27.1,81,1.0,Light Rain,Light,Hambanthota
2021-04-12,27.8,77,1.4,Light Rain,Light,Hambanthota
2021-04-13,27.7,79,1.9,Light Rain,Light,Hambanthota
2021-04-14,27.3,82,5.9,Moderate Rain,Moderate,Hambanthota
2021-04-15,27.3,82,1.7,Light Rain,Light,Hambanthota
2021-04-16,27.3,81,6.7,Moderate Rain,Moderate,Hambanthota
2021-04-17,27.5,80,3.6,Moderate Rain,Moderate,Hambanthota
2021-04-18,28.2,72,4.2,Moderate Rain,Moderate,Hambanthota
2021-04-19,28.2,75,0.8,Light Rain,Light,Hambanthota
2021-04-20,28.5,75,0.5,Light Rain,Light,Hambanthota
2021-04-21,28.1,77,2.0,Light Rain,Light,Hambanthota
2021-04-22,28.5,75,2.4,Light Rain,Light,Hambanthota
2021-04-23,28.9,72,0.2,Light Rain,Light,Hambanthota
2021-04-24,28.9,74,0.2,Light Rain,Light,Hambanthota
2021-04-25,28.6,77,0.2,Light Rain,Light,Hambanthota
2021-04-26,28.6,76,1.0,Light Rain,Light,Hambanthota
2021-04-27,28.6,77,0.9,Light Rain,Light,Hambanthota
2021-04-28,28.2,80,3.2,Moderate Rain,Moderate,Hambanthota
2021-04-29,28.6,76,1.5,Light Rain,Light,Hambanthota
2021-04-30,28.2,77,1.0,Light Rain,Light,Hambanthota
2021-05-01,28.2,80,1.2,Light Rain,Light,Hambanthota
2021-05-02,28.3,79,1.1,Light Rain,Light,Hambanthota
2021-05-03,27.4,81,10.8,Heavy Rain,Heavy,Hambanthota
2021-05-04,26.9,83,5.7,Moderate Rain,Moderate,Hambanthota
2021-05-05,28.0,79,3.4,Moderate Rain,Moderate,Hambanthota
2021-05-06,27.5,85,3.8,Moderate Rain,Moderate,Hambanthota
2021-05-07,27.6,82,1.9,Light Rain,Light,Hambanthota
2021-05-08,27.4,83,7.9,Heavy Rain,Heavy,Hambanthota
2021-05-09,27.4,83,7.7,Heavy Rain,Heavy,Hambanthota
2021-05-10,27.2,87,5.5,Moderate Rain,Moderate,Hambanthota
2021-05-11,28.4,79,0.0,Dry,Mild,Hambanthota
2021-05-12,27.9,80,2.7,Moderate Rain,Moderate,Hambanthota
2021-05-13,27.3,84,9.7,Heavy Rain,Heavy,Hambanthota
2021-05-14,29.5,71,0.0,Dry,Mild,Hambanthota
2021-05-15,29.5,67,0.0,Dry,Mild,Hambanthota
2021-05-16,29.5,73,1.1,Light Rain,Light,Hambanthota
2021-05-17,29.4,74,1.5,Light Rain,Light,Hambanthota
2021-05-18,29.2,76,1.4,Light Rain,Light,Hambanthota
2021-05-19,29.1,75,1.2,Light Rain,Light,Hambanthota
2021-05-20,28.4,78,2.1,Light Rain,Light,Hambanthota
2021-05-21,27.6,82,1.9,Light Rain,Light,Hambanthota
2021-05-22,28.5,76,3.0,Moderate Rain,Moderate,Hambanthota
2021-05-23,28.4,77,1.3,Light Rain,Light,Hambanthota
2021-05-24,27.5,83,6.7,Moderate Rain,Moderate,Hambanthota
2021-05-25,27.0,82,7.0,Moderate Rain,Moderate,Hambanthota
2021-05-26,28.0,72,0.8,Light Rain,Light,Hambanthota
2021-05-27,28.0,74,0.6,Light Rain,Light,Hambanthota
2021-05-28,28.7,71,0.1,Light Rain,Light,Hambanthota
2021-05-29,28.9,71,0.4,Light Rain,Light,Hambanthota
2021-05-30,29.6,67,0.0,Dry,Mild,Hambanthota
2021-05-31,29.5,69,0.0,Dry,Mild,Hambanthota
2021-06-01,29.4,67,0.0,Dry,Mild,Hambanthota
2021-06-02,28.7,74,1.2,Light Rain,Light,Hambanthota
2021-06-03,28.4,75,1.0,Light Rain,Light,Hambanthota
2021-06-04,27.4,79,7.1,Moderate Rain,Moderate,Hambanthota
2021-06-05,27.6,76,0.8,Light Rain,Light,Hambanthota
2021-06-06,28.5,72,0.4,Light Rain,Light,Hambanthota
2021-06-07,28.1,77,1.3,Light Rain,Light,Hambanthota
2021-06-08,27.0,81,2.7,Moderate Rain,Moderate,Hambanthota
2021-06-09,27.4,78,0.8,Light Rain,Light,Hambanthota
2021-06-10,28.3,73,0.3,Light Rain,Light,Hambanthota
2021-06-11,28.6,70,0.4,Light Rain,Light,Hambanthota
2021-06-12,28.4,72,0.5,Light Rain,Light,Hambanthota
2021-06-13,27.7,77,3.2,Moderate Rain,Moderate,Hambanthota
2021-06-14,27.8,74,1.0,Light Rain,Light,Hambanthota
2021-06-15,28.7,69,0.0,Dry,Mild,Hambanthota
2021-06-16,28.8,69,0.0,Dry,Mild,Hambanthota
2021-06-17,29.0,69,0.0,Dry,Mild,Hambanthota
2021-06-18,29.4,67,0.2,Light Rain,Light,Hambanthota
2021-06-19,29.6,65,0.1,Light Rain,Light,Hambanthota
2021-06-20,30.2,61,0.1,Light Rain,Light,Hambanthota
2021-06-21,29.8,66,0.0,Dry,Mild,Hambanthota
2021-06-22,28.5,73,0.3,Light Rain,Light,Hambanthota
2021-06-23,27.3,78,3.5,Moderate Rain,Moderate,Hambanthota
2021-06-24,28.1,73,0.9,Light Rain,Light,Hambanthota
2021-06-25,28.8,70,0.6,Light Rain,Light,Hambanthota
2021-06-26,27.7,76,1.0,Light Rain,Light,Hambanthota
2021-06-27,28.0,72,0.0,Dry,Mild,Hambanthota
2021-06-28,28.4,72,0.2,Light Rain,Light,Hambanthota
2021-06-29,28.0,76,0.9,Light Rain,Light,Hambanthota
2021-06-30,28.3,76,1.2,Light Rain,Light,Hambanthota
2021-07-01,27.0,81,5.9,Moderate Rain,Moderate,Hambanthota
2021-07-02,28.2,74,1.3,Light Rain,Light,Hambanthota
2021-07-03,28.0,77,0.5,Light Rain,Light,Hambanthota
2021-07-04,27.9,76,0.8,Light Rain,Light,Hambanthota
2021-07-05,27.7,78,4.5,Moderate Rain,Moderate,Hambanthota
2021-07-06,27.4,80,1.4,Light Rain,Light,Hambanthota
2021-07-07,27.2,80,2.2,Light Rain,Light,Hambanthota
2021-07-08,27.9,77,1.7,Light Rain,Light,Hambanthota
2021-07-09,26.8,83,4.2,Moderate Rain,Moderate,Hambanthota
2021-07-10,27.4,72,1.8,Light Rain,Light,Hambanthota
2021-07-11,27.9,73,0.3,Light Rain,Light,Hambanthota
2021-07-12,27.8,75,1.5,Light Rain,Light,Hambanthota
2021-07-13,28.9,70,0.0,Dry,Mild,Hambanthota
2021-07-14,29.1,68,0.0,Dry,Mild,Hambanthota
2021-07-15,28.4,74,0.2,Light Rain,Light,Hambanthota
2021-07-16,28.8,72,0.5,Light Rain,Light,Hambanthota
2021-07-17,28.8,71,0.7,Light Rain,Light,Hambanthota
2021-07-18,29.1,68,0.0,Dry,Mild,Hambanthota
2021-07-19,28.8,70,0.1,Light Rain,Light,Hambanthota
2021-07-20,29.0,68,0.0,Dry,Mild,Hambanthota
2021-07-21,29.2,67,0.0,Dry,Mild,Hambanthota
2021-07-22,28.6,71,0.4,Light Rain,Light,Hambanthota
2021-07-23,26.9,81,6.6,Moderate Rain,Moderate,Hambanthota
2021-07-24,27.3,79,1.7,Light Rain,Light,Hambanthota
2021-07-25,27.4,79,3.0,Moderate Rain,Moderate,Hambanthota
2021-07-26,27.3,78,0.6,Light Rain,Light,Hambanthota
2021-07-27,28.0,75,0.7,Light Rain,Light,Hambanthota
2021-07-28,27.7,75,0.7,Light Rain,Light,Hambanthota
2021-07-29,28.9,69,0.0,Dry,Mild,Hambanthota
2021-07-30,28.8,70,0.0,Dry,Mild,Hambanthota
2021-07-31,28.8,70,0.0,Dry,Mild,Hambanthota
2021-08-01,28.3,73,0.4,Light Rain,Light,Hambanthota
2021-08-02,27.6,75,1.7,Light Rain,Light,Hambanthota
2021-08-03,28.6,69,0.0,Dry,Mild,Hambanthota
2021-08-04,28.1,74,1.0,Light Rain,Light,Hambanthota
2021-08-05,28.0,75,1.2,Light Rain,Light,Hambanthota
2021-08-06,27.8,76,1.2,Light Rain,Light,Hambanthota
2021-08-07,28.3,72,0.9,Light Rain,Light,Hambanthota
2021-08-08,27.4,76,0.7,Light Rain,Light,Hambanthota
2021-08-09,27.6,75,0.7,Light Rain,Light,Hambanthota
2021-08-10,28.1,72,0.0,Dry,Mild,Hambanthota
2021-08-11,27.6,78,5.8,Moderate Rain,Moderate,Hambanthota
2021-08-12,28.3,70,0.0,Dry,Mild,Hambanthota
2021-08-13,28.8,68,0.1,Light Rain,Light,Hambanthota
2021-08-14,28.9,66,0.3,Light Rain,Light,Hambanthota
2021-08-15,28.7,65,0.0,Dry,Mild,Hambanthota
2021-08-16,28.6,71,0.0,Dry,Mild,Hambanthota
2021-08-17,27.8,76,2.0,Light Rain,Light,Hambanthota
2021-08-18,27.7,75,1.5,Light Rain,Light,Hambanthota
2021-08-19,28.7,68,0.0,Dry,Mild,Hambanthota
2021-08-20,28.3,71,0.2,Light Rain,Light,Hambanthota
2021-08-21,27.9,76,7.6,Heavy Rain,Heavy,Hambanthota
2021-08-22,27.0,80,2.9,Moderate Rain,Moderate,Hambanthota
2021-08-23,27.3,78,1.3,Light Rain,Light,Hambanthota
2021-08-24,27.3,78,1.2,Light Rain,Light,Hambanthota
2021-08-25,27.2,78,2.6,Moderate Rain,Moderate,Hambanthota
2021-08-26,27.6,75,2.4,Light Rain,Light,Hambanthota
2021-08-27,26.7,81,4.7,Moderate Rain,Moderate,Hambanthota
2021-08-28,27.5,75,1.9,Light Rain,Light,Hambanthota
2021-08-29,26.1,85,7.3,Moderate Rain,Moderate,Hambanthota
2021-08-30,27.3,77,3.3,Moderate Rain,Moderate,Hambanthota
2021-08-31,27.9,76,0.4,Light Rain,Light,Hambanthota
2021-09-01,27.6,78,1.2,Light Rain,Light,Hambanthota
2021-09-02,27.1,79,0.9,Light Rain,Light,Hambanthota
2021-09-03,27.5,75,1.4,Light Rain,Light,Hambanthota
2021-09-04,27.2,78,0.9,Light Rain,Light,Hambanthota
2021-09-05,27.3,76,1.0,Light Rain,Light,Hambanthota
2021-09-06,27.2,77,1.0,Light Rain,Light,Hambanthota
2021-09-07,27.8,76,1.0,Light Rain,Light,Hambanthota
2021-09-08,27.5,77,2.8,Moderate Rain,Moderate,Hambanthota
2021-09-09,28.5,71,0.0,Dry,Mild,Hambanthota
2021-09-10,27.7,77,0.6,Light Rain,Light,Hambanthota
2021-09-11,27.7,76,1.0,Light Rain,Light,Hambanthota
2021-09-12,28.1,71,2.6,Moderate Rain,Moderate,Hambanthota
2021-09-13,28.2,73,0.6,Light Rain,Light,Hambanthota
2021-09-14,28.1,77,0.5,Light Rain,Light,Hambanthota
2021-09-15,27.7,79,3.3,Moderate Rain,Moderate,Hambanthota
2021-09-16,28.1,74,1.1,Light Rain,Light,Hambanthota
2021-09-17,28.1,77,3.4,Moderate Rain,Moderate,Hambanthota
2021-09-18,28.1,78,1.6,Light Rain,Light,Hambanthota
2021-09-19,28.1,78,3.3,Moderate Rain,Moderate,Hambanthota
2021-09-20,28.0,78,1.4,Light Rain,Light,Hambanthota
2021-09-21,28.0,75,1.3,Light Rain,Light,Hambanthota
2021-09-22,28.4,74,1.3,Light Rain,Light,Hambanthota
2021-09-23,28.3,75,0.8,Light Rain,Light,Hambanthota
2021-09-24,28.2,77,6.2,Moderate Rain,Moderate,Hambanthota
2021-09-25,28.6,73,0.3,Light Rain,Light,Hambanthota
2021-09-26,27.0,80,3.6,Moderate Rain,Moderate,Hambanthota
2021-09-27,28.3,66,0.0,Dry,Mild,Hambanthota
2021-09-28,27.1,76,5.1,Moderate Rain,Moderate,Hambanthota
2021-09-29,29.2,66,0.1,Light Rain,Light,Hambanthota
2021-09-30,28.3,71,0.8,Light Rain,Light,Hambanthota
2021-10-01,26.5,84,29.2,Very Heavy Rain,Extreme,Hambanthota
2021-10-02,26.3,82,1.1,Light Rain,Light,Hambanthota
2021-10-03,27.4,80,1.2,Light Rain,Light,Hambanthota
2021-10-04,27.3,80,0.9,Light Rain,Light,Hambanthota
2021-10-05,26.0,86,10.7,Heavy Rain,Heavy,Hambanthota
2021-10-06,27.0,81,6.1,Moderate Rain,Moderate,Hambanthota
2021-10-07,27.3,81,2.8,Moderate Rain,Moderate,Hambanthota
2021-10-08,27.4,81,1.0,Light Rain,Light,Hambanthota
2021-10-09,28.1,74,0.3,Light Rain,Light,Hambanthota
2021-10-10,28.2,75,0.7,Light Rain,Light,Hambanthota
2021-10-11,27.8,75,0.2,Light Rain,Light,Hambanthota
2021-10-12,28.3,72,0.3,Light Rain,Light,Hambanthota
2021-10-13,28.6,69,0.0,Dry,Mild,Hambanthota
2021-10-14,28.7,71,0.1,Light Rain,Light,Hambanthota
2021-10-15,27.9,76,2.3,Light Rain,Light,Hambanthota
2021-10-16,28.1,74,1.9,Light Rain,Light,Hambanthota
2021-10-17,27.7,74,1.1,Light Rain,Light,Hambanthota
2021-10-18,28.4,70,0.8,Light Rain,Light,Hambanthota
2021-10-19,28.4,72,0.1,Light Rain,Light,Hambanthota
2021-10-20,27.5,76,0.8,Light Rain,Light,Hambanthota
2021-10-21,27.3,80,1.6,Light Rain,Light,Hambanthota
